ds,downstream,upstream
2026-02-26 15:57:53.441282,758.05,189.44
2026-02-26 16:12:53.441282,607.23,139.94
2026-02-26 16:27:53.441282,678.79,171.66
2026-02-26 16:42:53.441282,657.81,160.21
2026-02-26 16:57:53.441282,667.2,164.48
2026-02-26 17:12:53.441282,517.6,125.09
2026-02-26 17:27:53.441282,528.46,129.28
2026-02-26 17:42:53.441282,559.89,152.92
2026-02-26 17:57:53.441282,517.89,124.11
2026-02-26 18:12:53.441282,399.51,103.66
2026-02-26 18:27:53.441282,361.08,83.41
2026-02-26 18:42:53.441282,371.26,90.46
2026-02-26 18:57:53.441282,451.1,112.0
2026-02-26 19:12:53.441282,575.13,148.61
2026-02-26 19:27:53.441282,518.4,118.8
2026-02-26 19:42:53.441282,540.32,141.1
2026-02-26 19:57:53.441282,530.47,131.39
2026-02-26 20:12:53.441282,662.5,166.92
2026-02-26 20:27:53.441282,628.36,156.02
2026-02-26 20:42:53.441282,707.83,176.9
2026-02-26 20:57:53.441282,631.43,164.32
2026-02-26 21:12:53.441282,753.11,186.14
2026-02-26 21:27:53.441282,741.92,180.74
2026-02-26 21:42:53.441282,788.08,202.66
2026-02-26 21:57:53.441282,744.49,188.53
2026-02-26 22:12:53.441282,841.42,215.04
2026-02-26 22:27:53.441282,839.03,206.77
2026-02-26 22:42:53.441282,812.21,210.29
2026-02-26 22:57:53.441282,877.6,222.93
2026-02-26 23:12:53.441282,885.96,222.32
2026-02-26 23:27:53.441282,906.72,226.38
2026-02-26 23:42:53.441282,869.19,224.77
2026-02-26 23:57:53.441282,912.19,226.56
2026-02-27 00:12:53.441282,916.19,233.29
2026-02-27 00:27:53.441282,880.15,212.86
2026-02-27 00:42:53.441282,916.72,234.76
2026-02-27 00:57:53.441282,918.69,230.18
2026-02-27 01:12:53.441282,883.96,214.95
2026-02-27 01:27:53.441282,825.08,213.81
2026-02-27 01:42:53.441282,842.82,212.5
2026-02-27 01:57:53.441282,931.14,232.19
2026-02-27 02:12:53.441282,807.44,203.08
2026-02-27 02:27:53.441282,803.23,199.89
2026-02-27 02:42:53.441282,863.73,219.53
2026-02-27 02:57:53.441282,836.21,214.68
2026-02-27 03:12:53.441282,794.08,191.49
2026-02-27 03:27:53.441282,795.42,194.99
2026-02-27 03:42:53.441282,756.43,191.26
2026-02-27 03:57:53.441282,735.78,185.41
2026-02-27 04:12:53.441282,662.0,156.63
2026-02-27 04:27:53.441282,636.16,158.54
2026-02-27 04:42:53.441282,679.46,177.08
2026-02-27 04:57:53.441282,691.5,174.33
2026-02-27 05:12:53.441282,536.59,128.01
2026-02-27 05:27:53.441282,536.87,131.99
2026-02-27 05:42:53.441282,563.92,136.67
2026-02-27 05:57:53.441282,538.86,134.28
2026-02-27 06:12:53.441282,380.29,94.53
2026-02-27 06:27:53.441282,358.38,90.73
2026-02-27 06:42:53.441282,366.96,91.54
2026-02-27 06:57:53.441282,386.88,95.43
2026-02-27 07:12:53.441282,514.07,128.51
2026-02-27 07:27:53.441282,543.23,129.08
2026-02-27 07:42:53.441282,512.65,128.98
2026-02-27 07:57:53.441282,543.23,136.43
2026-02-27 08:12:53.441282,641.65,158.69
2026-02-27 08:27:53.441282,644.24,158.0
2026-02-27 08:42:53.441282,640.19,157.27
2026-02-27 08:57:53.441282,645.65,157.26
2026-02-27 09:12:53.441282,682.41,170.42
2026-02-27 09:27:53.441282,724.27,178.58
2026-02-27 09:42:53.441282,743.2,190.92
2026-02-27 09:57:53.441282,726.43,178.39
2026-02-27 10:12:53.441282,821.12,211.21
2026-02-27 10:27:53.441282,825.63,203.59
2026-02-27 10:42:53.441282,809.94,209.52
2026-02-27 10:57:53.441282,834.26,200.86
2026-02-27 11:12:53.441282,918.19,223.58
2026-02-27 11:27:53.441282,887.98,225.8
2026-02-27 11:42:53.441282,920.85,234.94
2026-02-27 11:57:53.441282,896.69,224.28
2026-02-27 12:12:53.441282,875.0,223.26
2026-02-27 12:27:53.441282,865.24,214.69
2026-02-27 12:42:53.441282,900.88,224.87
2026-02-27 12:57:53.441282,958.17,240.67
2026-02-27 13:12:53.441282,864.78,223.03
2026-02-27 13:27:53.441282,872.08,223.35
2026-02-27 13:42:53.441282,900.61,223.59
2026-02-27 13:57:53.441282,910.98,231.58
2026-02-27 14:12:53.441282,827.04,208.18
2026-02-27 14:27:53.441282,820.08,211.01
2026-02-27 14:42:53.441282,820.84,210.16
2026-02-27 14:57:53.441282,805.53,189.55
2026-02-27 15:12:53.441282,771.47,196.18
2026-02-27 15:27:53.441282,763.39,182.21
2026-02-27 15:42:53.441282,784.74,201.09
2026-02-27 15:57:53.441282,787.0,192.98
2026-02-27 16:12:53.441282,635.19,168.38
2026-02-27 16:27:53.441282,632.64,159.83
2026-02-27 16:42:53.441282,674.16,173.4
2026-02-27 16:57:53.441282,644.8,162.73
2026-02-27 17:12:53.441282,531.45,131.62
2026-02-27 17:27:53.441282,412.23,98.11
2026-02-27 17:42:53.441282,586.01,144.21
2026-02-27 17:57:53.441282,513.17,124.26
2026-02-27 18:12:53.441282,364.64,89.83
2026-02-27 18:27:53.441282,411.3,100.04
2026-02-27 18:42:53.441282,359.05,89.49
2026-02-27 18:57:53.441282,384.92,93.27
2026-02-27 19:12:53.441282,547.57,145.77
2026-02-27 19:27:53.441282,520.19,129.4
2026-02-27 19:42:53.441282,538.23,137.32
2026-02-27 19:57:53.441282,532.04,129.16
2026-02-27 20:12:53.441282,655.61,158.32
2026-02-27 20:27:53.441282,611.16,153.35
2026-02-27 20:42:53.441282,629.94,156.81
2026-02-27 20:57:53.441282,633.51,160.63
2026-02-27 21:12:53.441282,768.6,200.41
2026-02-27 21:27:53.441282,742.81,200.5
2026-02-27 21:42:53.441282,771.43,189.93
2026-02-27 21:57:53.441282,737.77,193.49
2026-02-27 22:12:53.441282,815.07,208.15
2026-02-27 22:27:53.441282,823.97,203.21
2026-02-27 22:42:53.441282,860.48,213.37
2026-02-27 22:57:53.441282,832.24,216.07
2026-02-27 23:12:53.441282,881.05,223.78
2026-02-27 23:27:53.441282,850.98,208.74
2026-02-27 23:42:53.441282,903.04,224.18
2026-02-27 23:57:53.441282,891.36,220.47
2026-02-28 00:12:53.441282,913.63,232.65
2026-02-28 00:27:53.441282,897.66,224.03
2026-02-28 00:42:53.441282,887.8,225.52
2026-02-28 00:57:53.441282,848.12,211.51
2026-02-28 01:12:53.441282,885.55,212.96
2026-02-28 01:27:53.441282,896.43,217.16
2026-02-28 01:42:53.441282,911.17,225.38
2026-02-28 01:57:53.441282,911.76,235.99
2026-02-28 02:12:53.441282,832.75,210.27
2026-02-28 02:27:53.441282,844.88,204.83
2026-02-28 02:42:53.441282,860.76,222.13
2026-02-28 02:57:53.441282,822.59,203.2
2026-02-28 03:12:53.441282,742.86,176.46
2026-02-28 03:27:53.441282,726.89,191.49
2026-02-28 03:42:53.441282,730.11,183.35
2026-02-28 03:57:53.441282,781.3,200.23
2026-02-28 04:12:53.441282,670.74,169.53
2026-02-28 04:27:53.441282,631.19,156.22
2026-02-28 04:42:53.441282,642.94,169.83
2026-02-28 04:57:53.441282,624.3,152.09
2026-02-28 05:12:53.441282,507.24,120.79
2026-02-28 05:27:53.441282,526.85,129.72
2026-02-28 05:42:53.441282,540.17,143.35
2026-02-28 05:57:53.441282,521.29,128.23
2026-02-28 06:12:53.441282,417.52,107.63
2026-02-28 06:27:53.441282,423.68,109.91
2026-02-28 06:42:53.441282,398.0,95.47
2026-02-28 06:57:53.441282,401.86,104.47
2026-02-28 07:12:53.441282,539.48,123.44
2026-02-28 07:27:53.441282,535.78,128.93
2026-02-28 07:42:53.441282,519.46,123.36
2026-02-28 07:57:53.441282,569.02,148.96
2026-02-28 08:12:53.441282,677.32,172.7
2026-02-28 08:27:53.441282,689.63,173.0
2026-02-28 08:42:53.441282,683.74,172.71
2026-02-28 08:57:53.441282,630.48,150.11
2026-02-28 09:12:53.441282,791.45,192.38
2026-02-28 09:27:53.441282,714.07,178.19
2026-02-28 09:42:53.441282,726.12,172.69
2026-02-28 09:57:53.441282,766.9,194.93
2026-02-28 10:12:53.441282,868.99,213.09
2026-02-28 10:27:53.441282,811.47,210.43
2026-02-28 10:42:53.441282,858.62,212.31
2026-02-28 10:57:53.441282,834.13,205.21
2026-02-28 11:12:53.441282,834.2,216.99
2026-02-28 11:27:53.441282,869.86,214.0
2026-02-28 11:42:53.441282,913.02,227.7
2026-02-28 11:57:53.441282,878.57,214.09
2026-02-28 12:12:53.441282,930.8,232.01
2026-02-28 12:27:53.441282,872.07,208.51
2026-02-28 12:42:53.441282,868.44,223.97
2026-02-28 12:57:53.441282,926.5,232.17
2026-02-28 13:12:53.441282,871.74,217.93
2026-02-28 13:27:53.441282,926.71,233.51
2026-02-28 13:42:53.441282,869.05,223.19
2026-02-28 13:57:53.441282,881.19,216.87
2026-02-28 14:12:53.441282,864.79,207.56
2026-02-28 14:27:53.441282,816.01,210.11
2026-02-28 14:42:53.441282,816.9,201.47
2026-02-28 14:57:53.441282,842.24,208.66
2026-02-28 15:12:53.441282,747.57,179.3
2026-02-28 15:27:53.441282,721.2,180.17
2026-02-28 15:42:53.441282,769.16,199.01
2026-02-28 15:57:53.441282,741.09,189.12
2026-02-28 16:12:53.441282,648.33,163.47
2026-02-28 16:27:53.441282,627.4,155.84
2026-02-28 16:42:53.441282,611.65,150.37
2026-02-28 16:57:53.441282,682.78,169.77
2026-02-28 17:12:53.441282,516.07,128.55
2026-02-28 17:27:53.441282,531.27,140.37
2026-02-28 17:42:53.441282,527.98,135.89
2026-02-28 17:57:53.441282,559.07,143.09
2026-02-28 18:12:53.441282,415.16,97.74
2026-02-28 18:27:53.441282,407.14,102.63
2026-02-28 18:42:53.441282,438.53,109.24
2026-02-28 18:57:53.441282,393.68,98.59
2026-02-28 19:12:53.441282,491.03,114.43
2026-02-28 19:27:53.441282,516.71,131.72
2026-02-28 19:42:53.441282,486.92,114.66
2026-02-28 19:57:53.441282,500.59,122.08
2026-02-28 20:12:53.441282,654.8,166.94
2026-02-28 20:27:53.441282,669.52,184.33
2026-02-28 20:42:53.441282,642.29,161.94
2026-02-28 20:57:53.441282,595.5,146.54
2026-02-28 21:12:53.441282,756.64,184.85
2026-02-28 21:27:53.441282,831.7,208.95
2026-02-28 21:42:53.441282,770.54,206.32
2026-02-28 21:57:53.441282,765.86,194.25
2026-02-28 22:12:53.441282,838.75,214.18
2026-02-28 22:27:53.441282,913.45,229.93
2026-02-28 22:42:53.441282,838.64,212.59
2026-02-28 22:57:53.441282,839.95,213.65
2026-02-28 23:12:53.441282,897.43,224.57
2026-02-28 23:27:53.441282,899.88,224.44
2026-02-28 23:42:53.441282,900.22,216.85
2026-02-28 23:57:53.441282,904.26,222.8
2026-03-01 00:12:53.441282,877.05,217.46
2026-03-01 00:27:53.441282,873.32,214.54
2026-03-01 00:42:53.441282,840.93,201.97
2026-03-01 00:57:53.441282,920.72,229.1
2026-03-01 01:12:53.441282,904.4,216.84
2026-03-01 01:27:53.441282,852.66,209.41
2026-03-01 01:42:53.441282,932.12,227.52
2026-03-01 01:57:53.441282,879.09,216.57
2026-03-01 02:12:53.441282,839.12,214.52
2026-03-01 02:27:53.441282,815.01,203.48
2026-03-01 02:42:53.441282,885.83,224.67
2026-03-01 02:57:53.441282,850.4,204.64
2026-03-01 03:12:53.441282,750.64,186.25
2026-03-01 03:27:53.441282,728.06,182.65
2026-03-01 03:42:53.441282,738.98,177.57
2026-03-01 03:57:53.441282,742.02,182.28
2026-03-01 04:12:53.441282,668.57,165.26
2026-03-01 04:27:53.441282,634.68,164.9
2026-03-01 04:42:53.441282,533.09,133.65
2026-03-01 04:57:53.441282,672.4,170.6
2026-03-01 05:12:53.441282,526.82,128.26
2026-03-01 05:27:53.441282,576.43,141.94
2026-03-01 05:42:53.441282,514.41,126.54
2026-03-01 05:57:53.441282,564.56,149.91
2026-03-01 06:12:53.441282,437.09,107.98
2026-03-01 06:27:53.441282,360.89,89.06
2026-03-01 06:42:53.441282,360.25,92.72
2026-03-01 06:57:53.441282,388.18,100.79
2026-03-01 07:12:53.441282,506.02,125.76
2026-03-01 07:27:53.441282,561.51,141.83
2026-03-01 07:42:53.441282,541.2,141.34
2026-03-01 07:57:53.441282,535.48,130.28
2026-03-01 08:12:53.441282,660.51,165.86
2026-03-01 08:27:53.441282,641.48,165.66
2026-03-01 08:42:53.441282,650.39,162.65
2026-03-01 08:57:53.441282,696.03,182.66
2026-03-01 09:12:53.441282,773.56,199.29
2026-03-01 09:27:53.441282,761.02,186.98
2026-03-01 09:42:53.441282,766.14,190.51
2026-03-01 09:57:53.441282,758.27,187.74
2026-03-01 10:12:53.441282,857.21,221.05
2026-03-01 10:27:53.441282,851.81,206.85
2026-03-01 10:42:53.441282,828.16,197.35
2026-03-01 10:57:53.441282,891.55,222.92
2026-03-01 11:12:53.441282,896.0,225.36
2026-03-01 11:27:53.441282,863.25,212.39
2026-03-01 11:42:53.441282,889.29,225.86
2026-03-01 11:57:53.441282,889.84,219.55
2026-03-01 12:12:53.441282,912.32,219.76
2026-03-01 12:27:53.441282,872.88,208.09
2026-03-01 12:42:53.441282,861.65,204.17
2026-03-01 12:57:53.441282,946.9,234.25
2026-03-01 13:12:53.441282,908.51,234.1
2026-03-01 13:27:53.441282,905.97,224.03
2026-03-01 13:42:53.441282,864.33,212.92
2026-03-01 13:57:53.441282,909.75,227.4
2026-03-01 14:12:53.441282,865.14,224.38
2026-03-01 14:27:53.441282,889.07,234.77
2026-03-01 14:42:53.441282,827.88,204.01
2026-03-01 14:57:53.441282,808.05,200.13
2026-03-01 15:12:53.441282,696.09,173.94
2026-03-01 15:27:53.441282,749.39,185.9
2026-03-01 15:42:53.441282,785.89,197.67
2026-03-01 15:57:53.441282,771.75,198.76
2026-03-01 16:12:53.441282,650.49,159.13
2026-03-01 16:27:53.441282,642.68,171.52
2026-03-01 16:42:53.441282,668.73,169.97
2026-03-01 16:57:53.441282,637.75,160.75
2026-03-01 17:12:53.441282,524.79,130.82
2026-03-01 17:27:53.441282,515.26,128.99
2026-03-01 17:42:53.441282,544.65,132.11
2026-03-01 17:57:53.441282,509.15,121.62
2026-03-01 18:12:53.441282,369.11,97.73
2026-03-01 18:27:53.441282,388.59,97.33
2026-03-01 18:42:53.441282,342.47,89.46
2026-03-01 18:57:53.441282,339.85,81.13
2026-03-01 19:12:53.441282,554.46,148.24
2026-03-01 19:27:53.441282,518.19,128.84
2026-03-01 19:42:53.441282,496.14,129.06
2026-03-01 19:57:53.441282,524.34,128.32
2026-03-01 20:12:53.441282,656.28,165.75
2026-03-01 20:27:53.441282,672.21,163.63
2026-03-01 20:42:53.441282,637.32,156.74
2026-03-01 20:57:53.441282,610.3,151.27
2026-03-01 21:12:53.441282,727.35,189.67
2026-03-01 21:27:53.441282,727.62,171.51
2026-03-01 21:42:53.441282,770.76,200.02
2026-03-01 21:57:53.441282,813.67,202.9
2026-03-01 22:12:53.441282,837.11,210.25
2026-03-01 22:27:53.441282,818.21,197.67
2026-03-01 22:42:53.441282,822.45,213.3
2026-03-01 22:57:53.441282,873.45,213.79
2026-03-01 23:12:53.441282,945.62,227.47
2026-03-01 23:27:53.441282,876.33,225.83
2026-03-01 23:42:53.441282,909.77,236.86
2026-03-01 23:57:53.441282,867.44,217.91
2026-03-02 00:12:53.441282,882.77,223.48
2026-03-02 00:27:53.441282,932.49,230.49
2026-03-02 00:42:53.441282,927.17,218.93
2026-03-02 00:57:53.441282,928.83,231.93
2026-03-02 01:12:53.441282,879.63,215.97
2026-03-02 01:27:53.441282,893.67,224.89
2026-03-02 01:42:53.441282,856.15,219.94
2026-03-02 01:57:53.441282,909.6,217.13
2026-03-02 02:12:53.441282,841.33,208.56
2026-03-02 02:27:53.441282,841.25,210.22
2026-03-02 02:42:53.441282,887.31,224.67
2026-03-02 02:57:53.441282,857.51,214.33
2026-03-02 03:12:53.441282,744.04,187.32
2026-03-02 03:27:53.441282,776.42,184.1
2026-03-02 03:42:53.441282,748.3,178.5
2026-03-02 03:57:53.441282,790.7,205.67
2026-03-02 04:12:53.441282,641.89,162.97
2026-03-02 04:27:53.441282,674.06,159.65
2026-03-02 04:42:53.441282,620.1,156.57
2026-03-02 04:57:53.441282,695.34,168.76
2026-03-02 05:12:53.441282,522.91,132.55
2026-03-02 05:27:53.441282,566.34,146.39
2026-03-02 05:42:53.441282,496.53,124.46
2026-03-02 05:57:53.441282,515.71,128.55
2026-03-02 06:12:53.441282,368.55,93.06
2026-03-02 06:27:53.441282,391.52,100.76
2026-03-02 06:42:53.441282,395.41,99.82
2026-03-02 06:57:53.441282,423.01,102.34
2026-03-02 07:12:53.441282,538.46,140.93
2026-03-02 07:27:53.441282,510.58,127.41
2026-03-02 07:42:53.441282,489.65,129.7
2026-03-02 07:57:53.441282,524.36,127.9
2026-03-02 08:12:53.441282,622.16,167.04
2026-03-02 08:27:53.441282,640.77,161.38
2026-03-02 08:42:53.441282,622.73,156.81
2026-03-02 08:57:53.441282,669.4,166.65
2026-03-02 09:12:53.441282,702.33,167.52
2026-03-02 09:27:53.441282,762.3,201.89
2026-03-02 09:42:53.441282,742.59,197.61
2026-03-02 09:57:53.441282,762.72,192.16
2026-03-02 10:12:53.441282,843.13,208.26
2026-03-02 10:27:53.441282,799.06,201.58
2026-03-02 10:42:53.441282,763.15,182.96
2026-03-02 10:57:53.441282,809.02,193.6
2026-03-02 11:12:53.441282,848.29,205.09
2026-03-02 11:27:53.441282,904.94,233.41
2026-03-02 11:42:53.441282,878.86,219.97
2026-03-02 11:57:53.441282,838.37,211.48
2026-03-02 12:12:53.441282,948.77,239.4
2026-03-02 12:27:53.441282,879.51,225.87
2026-03-02 12:42:53.441282,917.23,233.98
2026-03-02 12:57:53.441282,916.63,224.09
2026-03-02 13:12:53.441282,892.08,229.98
2026-03-02 13:27:53.441282,893.52,227.97
2026-03-02 13:42:53.441282,895.86,219.56
2026-03-02 13:57:53.441282,892.58,219.31
2026-03-02 14:12:53.441282,839.07,210.39
2026-03-02 14:27:53.441282,841.21,215.36
2026-03-02 14:42:53.441282,905.34,231.83
2026-03-02 14:57:53.441282,788.19,198.55
2026-03-02 15:12:53.441282,727.79,185.47
2026-03-02 15:27:53.441282,825.69,201.81
2026-03-02 15:42:53.441282,809.34,197.47
2026-03-02 15:57:53.441282,685.07,169.76
2026-03-02 16:12:53.441282,627.78,160.17
2026-03-02 16:27:53.441282,581.14,148.0
2026-03-02 16:42:53.441282,672.46,174.08
2026-03-02 16:57:53.441282,661.56,166.7
2026-03-02 17:12:53.441282,541.11,136.17
2026-03-02 17:27:53.441282,553.83,132.91
2026-03-02 17:42:53.441282,514.68,128.3
2026-03-02 17:57:53.441282,518.29,134.34
2026-03-02 18:12:53.441282,378.07,94.62
2026-03-02 18:27:53.441282,440.18,106.32
2026-03-02 18:42:53.441282,379.36,95.45
2026-03-02 18:57:53.441282,472.84,124.68
2026-03-02 19:12:53.441282,533.62,134.02
2026-03-02 19:27:53.441282,447.58,111.72
2026-03-02 19:42:53.441282,526.07,138.91
2026-03-02 19:57:53.441282,555.66,129.67
2026-03-02 20:12:53.441282,630.74,163.81
2026-03-02 20:27:53.441282,643.84,157.86
2026-03-02 20:42:53.441282,631.78,166.17
2026-03-02 20:57:53.441282,677.75,168.4
2026-03-02 21:12:53.441282,770.89,194.56
2026-03-02 21:27:53.441282,744.84,183.9
2026-03-02 21:42:53.441282,721.56,179.22
2026-03-02 21:57:53.441282,742.27,193.76
2026-03-02 22:12:53.441282,822.41,196.4
2026-03-02 22:27:53.441282,827.87,201.06
2026-03-02 22:42:53.441282,858.83,223.84
2026-03-02 22:57:53.441282,826.13,207.93
2026-03-02 23:12:53.441282,870.55,210.47
2026-03-02 23:27:53.441282,879.83,227.01
2026-03-02 23:42:53.441282,918.24,224.51
2026-03-02 23:57:53.441282,890.2,219.74
2026-03-03 00:12:53.441282,916.63,238.5
2026-03-03 00:27:53.441282,849.88,218.75
2026-03-03 00:42:53.441282,878.19,223.57
2026-03-03 00:57:53.441282,900.89,218.71
2026-03-03 01:12:53.441282,855.42,214.41
2026-03-03 01:27:53.441282,895.48,231.72
2026-03-03 01:42:53.441282,873.85,214.21
2026-03-03 01:57:53.441282,902.72,225.02
2026-03-03 02:12:53.441282,848.63,222.7
2026-03-03 02:27:53.441282,822.87,204.72
2026-03-03 02:42:53.441282,815.84,193.58
2026-03-03 02:57:53.441282,764.95,185.36
2026-03-03 03:12:53.441282,782.01,196.59
2026-03-03 03:27:53.441282,762.88,200.56
2026-03-03 03:42:53.441282,747.13,183.11
2026-03-03 03:57:53.441282,732.77,185.53
2026-03-03 04:12:53.441282,668.62,174.9
2026-03-03 04:27:53.441282,720.43,182.78
2026-03-03 04:42:53.441282,661.3,170.76
2026-03-03 04:57:53.441282,624.99,158.84
2026-03-03 05:12:53.441282,514.4,126.48
2026-03-03 05:27:53.441282,511.73,130.6
2026-03-03 05:42:53.441282,558.36,136.8
2026-03-03 05:57:53.441282,525.19,140.58
2026-03-03 06:12:53.441282,425.01,113.18
2026-03-03 06:27:53.441282,348.09,92.26
2026-03-03 06:42:53.441282,380.61,100.01
2026-03-03 06:57:53.441282,401.12,85.44
2026-03-03 07:12:53.441282,519.55,124.83
2026-03-03 07:27:53.441282,483.04,123.36
2026-03-03 07:42:53.441282,520.03,130.13
2026-03-03 07:57:53.441282,496.65,121.67
2026-03-03 08:12:53.441282,696.43,175.61
2026-03-03 08:27:53.441282,652.64,160.83
2026-03-03 08:42:53.441282,650.13,156.85
2026-03-03 08:57:53.441282,654.24,157.98
2026-03-03 09:12:53.441282,767.71,201.94
2026-03-03 09:27:53.441282,728.96,180.17
2026-03-03 09:42:53.441282,768.27,190.02
2026-03-03 09:57:53.441282,758.69,184.69
2026-03-03 10:12:53.441282,839.13,205.82
2026-03-03 10:27:53.441282,900.22,222.29
2026-03-03 10:42:53.441282,846.65,225.79
2026-03-03 10:57:53.441282,844.58,212.1
2026-03-03 11:12:53.441282,896.75,221.57
2026-03-03 11:27:53.441282,891.84,220.85
2026-03-03 11:42:53.441282,938.68,231.91
2026-03-03 11:57:53.441282,912.18,224.67
2026-03-03 12:12:53.441282,890.82,221.85
2026-03-03 12:27:53.441282,875.55,225.96
2026-03-03 12:42:53.441282,874.93,223.98
2026-03-03 12:57:53.441282,874.63,223.24
2026-03-03 13:12:53.441282,825.59,212.78
2026-03-03 13:27:53.441282,877.26,225.05
2026-03-03 13:42:53.441282,887.34,217.11
2026-03-03 13:57:53.441282,908.3,219.29
2026-03-03 14:12:53.441282,823.45,208.81
2026-03-03 14:27:53.441282,855.25,217.8
2026-03-03 14:42:53.441282,829.05,202.41
2026-03-03 14:57:53.441282,849.51,211.4
2026-03-03 15:12:53.441282,779.07,195.58
2026-03-03 15:27:53.441282,753.9,185.61
2026-03-03 15:42:53.441282,785.39,192.35
2026-03-03 15:57:53.441282,716.65,178.63
2026-03-03 16:12:53.441282,600.9,151.25
2026-03-03 16:27:53.441282,650.45,166.63
2026-03-03 16:42:53.441282,691.22,182.01
2026-03-03 16:57:53.441282,636.54,147.22
2026-03-03 17:12:53.441282,501.66,136.15
2026-03-03 17:27:53.441282,511.24,131.72
2026-03-03 17:42:53.441282,518.01,129.58
2026-03-03 17:57:53.441282,547.09,136.96
2026-03-03 18:12:53.441282,367.04,96.69
2026-03-03 18:27:53.441282,404.11,104.31
2026-03-03 18:42:53.441282,432.74,110.2
2026-03-03 18:57:53.441282,418.94,109.1
2026-03-03 19:12:53.441282,498.89,127.84
2026-03-03 19:27:53.441282,563.9,144.82
2026-03-03 19:42:53.441282,576.82,143.75
2026-03-03 19:57:53.441282,572.93,145.51
2026-03-03 20:12:53.441282,679.05,168.34
2026-03-03 20:27:53.441282,662.48,162.35
2026-03-03 20:42:53.441282,637.63,156.53
2026-03-03 20:57:53.441282,599.67,156.26
2026-03-03 21:12:53.441282,766.47,183.24
2026-03-03 21:27:53.441282,751.57,191.92
2026-03-03 21:42:53.441282,785.06,198.24
2026-03-03 21:57:53.441282,740.63,177.43
2026-03-03 22:12:53.441282,790.26,193.94
2026-03-03 22:27:53.441282,808.03,205.54
2026-03-03 22:42:53.441282,843.86,207.17
2026-03-03 22:57:53.441282,797.87,196.25
2026-03-03 23:12:53.441282,883.77,215.82
2026-03-03 23:27:53.441282,880.87,219.12
2026-03-03 23:42:53.441282,855.64,208.51
2026-03-03 23:57:53.441282,877.61,224.34
2026-03-04 00:12:53.441282,913.44,229.74
2026-03-04 00:27:53.441282,927.16,238.29
2026-03-04 00:42:53.441282,911.92,227.5
2026-03-04 00:57:53.441282,892.84,222.15
2026-03-04 01:12:53.441282,934.51,224.56
2026-03-04 01:27:53.441282,854.86,220.27
2026-03-04 01:42:53.441282,864.24,217.11
2026-03-04 01:57:53.441282,925.71,225.67
2026-03-04 02:12:53.441282,860.86,215.76
2026-03-04 02:27:53.441282,817.99,204.4
2026-03-04 02:42:53.441282,830.83,203.06
2026-03-04 02:57:53.441282,866.8,212.98
2026-03-04 03:12:53.441282,734.91,182.4
2026-03-04 03:27:53.441282,756.36,192.39
2026-03-04 03:42:53.441282,761.24,181.45
2026-03-04 03:57:53.441282,789.31,201.16
2026-03-04 04:12:53.441282,664.91,171.72
2026-03-04 04:27:53.441282,620.42,156.24
2026-03-04 04:42:53.441282,699.41,181.25
2026-03-04 04:57:53.441282,591.85,159.19
2026-03-04 05:12:53.441282,501.68,123.11
2026-03-04 05:27:53.441282,503.11,120.64
2026-03-04 05:42:53.441282,534.92,138.22
2026-03-04 05:57:53.441282,496.76,117.74
2026-03-04 06:12:53.441282,382.25,96.19
2026-03-04 06:27:53.441282,383.97,94.92
2026-03-04 06:42:53.441282,448.63,120.1
2026-03-04 06:57:53.441282,399.34,100.14
2026-03-04 07:12:53.441282,582.69,144.75
2026-03-04 07:27:53.441282,490.1,114.88
2026-03-04 07:42:53.441282,512.3,123.57
2026-03-04 07:57:53.441282,512.02,129.1
2026-03-04 08:12:53.441282,669.57,165.47
2026-03-04 08:27:53.441282,607.59,150.08
2026-03-04 08:42:53.441282,691.26,167.99
2026-03-04 08:57:53.441282,664.3,160.84
2026-03-04 09:12:53.441282,753.82,193.57
2026-03-04 09:27:53.441282,732.94,184.66
2026-03-04 09:42:53.441282,765.73,191.58
2026-03-04 09:57:53.441282,750.94,188.44
2026-03-04 10:12:53.441282,889.16,212.68
2026-03-04 10:27:53.441282,887.41,222.55
2026-03-04 10:42:53.441282,845.02,215.13
2026-03-04 10:57:53.441282,872.07,209.3
2026-03-04 11:12:53.441282,918.38,222.41
2026-03-04 11:27:53.441282,889.81,218.28
2026-03-04 11:42:53.441282,885.56,221.82
2026-03-04 11:57:53.441282,845.64,213.47
2026-03-04 12:12:53.441282,900.95,227.26
2026-03-04 12:27:53.441282,907.41,227.06
2026-03-04 12:42:53.441282,841.25,210.55
2026-03-04 12:57:53.441282,879.92,218.66
2026-03-04 13:12:53.441282,875.54,223.01
2026-03-04 13:27:53.441282,903.55,214.84
2026-03-04 13:42:53.441282,923.25,231.62
2026-03-04 13:57:53.441282,914.63,232.23
2026-03-04 14:12:53.441282,811.86,207.42
2026-03-04 14:27:53.441282,831.45,208.53
2026-03-04 14:42:53.441282,843.11,208.32
2026-03-04 14:57:53.441282,820.36,202.09
2026-03-04 15:12:53.441282,738.75,188.93
2026-03-04 15:27:53.441282,746.24,187.91
2026-03-04 15:42:53.441282,726.69,179.08
2026-03-04 15:57:53.441282,795.82,198.31
2026-03-04 16:12:53.441282,634.56,164.99
2026-03-04 16:27:53.441282,727.67,185.77
2026-03-04 16:42:53.441282,636.48,160.42
2026-03-04 16:57:53.441282,649.12,166.04
2026-03-04 17:12:53.441282,543.65,129.57
